Year10y,CAgeF5y,CAgeM5y,SibStrF,SibStrM,NofMar,Pop_atRiskF,Pop_atRiskM
2000-2009,20-24,35-39,Eldest daughter w/o brothers,Only child,1,5365.5,1131.5
2000-2009,20-24,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,1,5365.5,4303.5
2000-2009,20-24,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,1,5365.5,3124.5
2000-2009,20-24,35-39,Eldest daughter w/o brothers,Younger son,0,5366,3264
2000-2009,20-24,35-39,Younger daughter w/o brothers,Only child,1,7271.5,1131.5
2000-2009,20-24,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,3,7270.5,4302.5
2000-2009,20-24,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,2,7271,3124
2000-2009,20-24,35-39,Younger daughter w/o brothers,Younger son,0,7272,3264
2000-2009,20-24,35-39,Daughter w/ brothers,Only child,0,22209,1132
2000-2009,20-24,35-39,Daughter w/ brothers,Eldest son w/o brothers,11,22203.5,4298.5
2000-2009,20-24,35-39,Daughter w/ brothers,Eldest son w/ brothers,3,22207.5,3123.5
2000-2009,20-24,35-39,Daughter w/ brothers,Younger son,2,22208,3263
2000-2009,20-24,40-44,Only child,Only child,0,2482,531
2000-2009,20-24,40-44,Only child,Eldest son w/o brothers,0,2482,1730
2000-2009,20-24,40-44,Only child,Eldest son w/ brothers,0,2482,1390
2000-2009,20-24,40-44,Only child,Younger son,0,2482,1588
2000-2009,20-24,40-44,Eldest daughter w/o brothers,Only child,0,5366,531
2000-2009,20-24,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,0,5366,1730
2000-2009,20-24,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,0,5366,1390
2000-2009,20-24,40-44,Eldest daughter w/o brothers,Younger son,0,5366,1588
2000-2009,20-24,40-44,Younger daughter w/o brothers,Only child,0,7272,531
2000-2009,20-24,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,0,7272,1730
2000-2009,20-24,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,0,7272,1390
2000-2009,20-24,40-44,Younger daughter w/o brothers,Younger son,1,7271.5,1587.5
2000-2009,20-24,40-44,Daughter w/ brothers,Only child,1,22208.5,530.5
2000-2009,20-24,40-44,Daughter w/ brothers,Eldest son w/o brothers,3,22207.5,1728.5
2000-2009,20-24,40-44,Daughter w/ brothers,Eldest son w/ brothers,0,22209,1390
2000-2009,20-24,40-44,Daughter w/ brothers,Younger son,1,22208.5,1587.5
2000-2009,20-24,45-49,Only child,Only child,0,2482,130
2000-2009,20-24,45-49,Only child,Eldest son w/o brothers,0,2482,482
2000-2009,20-24,45-49,Only child,Eldest son w/ brothers,0,2482,445
2000-2009,20-24,45-49,Only child,Younger son,0,2482,560
2000-2009,20-24,45-49,Eldest daughter w/o brothers,Only child,0,5366,130
2000-2009,20-24,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,0,5366,482
2000-2009,20-24,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,5366,445
2000-2009,20-24,45-49,Eldest daughter w/o brothers,Younger son,0,5366,560
2000-2009,20-24,45-49,Younger daughter w/o brothers,Only child,1,7271.5,129.5
2000-2009,20-24,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,0,7272,482
2000-2009,20-24,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,0,7272,445
2000-2009,20-24,45-49,Younger daughter w/o brothers,Younger son,1,7271.5,559.5
2000-2009,20-24,45-49,Daughter w/ brothers,Only child,1,22208.5,129.5
2000-2009,20-24,45-49,Daughter w/ brothers,Eldest son w/o brothers,2,22208,481
2000-2009,20-24,45-49,Daughter w/ brothers,Eldest son w/ brothers,1,22208.5,444.5
2000-2009,20-24,45-49,Daughter w/ brothers,Younger son,0,22209,560
2000-2009,25-29,15-19,Only child,Only child,0,2138,2256
2000-2009,25-29,15-19,Only child,Eldest son w/o brothers,0,2138,10954
2000-2009,25-29,15-19,Only child,Eldest son w/ brothers,0,2138,8343
2000-2009,25-29,15-19,Only child,Younger son,0,2138,10422
2000-2009,25-29,15-19,Eldest daughter w/o brothers,Only child,0,4597,2256
2000-2009,25-29,15-19,Eldest daughter w/o brothers,Eldest son w/o brothers,0,4597,10954
2000-2009,25-29,15-19,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4597,8343
2000-2009,25-29,15-19,Eldest daughter w/o brothers,Younger son,0,4597,10422
2000-2009,25-29,15-19,Younger daughter w/o brothers,Only child,0,5662,2256
2000-2009,25-29,15-19,Younger daughter w/o brothers,Eldest son w/o brothers,0,5662,10954
2000-2009,25-29,15-19,Younger daughter w/o brothers,Eldest son w/ brothers,0,5662,8343
2000-2009,25-29,15-19,Younger daughter w/o brothers,Younger son,0,5662,10422
2000-2009,25-29,15-19,Daughter w/ brothers,Only child,1,17158.5,2255.5
2000-2009,25-29,15-19,Daughter w/ brothers,Eldest son w/o brothers,1,17158.5,10953.5
2000-2009,25-29,15-19,Daughter w/ brothers,Eldest son w/ brothers,1,17158.5,8342.5
2000-2009,25-29,15-19,Daughter w/ brothers,Younger son,1,17158.5,10421.5
2000-2009,25-29,20-24,Only child,Only child,2,2137,2550
2000-2009,25-29,20-24,Only child,Eldest son w/o brothers,2,2137,13594
2000-2009,25-29,20-24,Only child,Eldest son w/ brothers,2,2137,9853
2000-2009,25-29,20-24,Only child,Younger son,4,2136,12121
2000-2009,25-29,20-24,Eldest daughter w/o brothers,Only child,1,4596.5,2550.5
2000-2009,25-29,20-24,Eldest daughter w/o brothers,Eldest son w/o brothers,14,4590,13588
2000-2009,25-29,20-24,Eldest daughter w/o brothers,Eldest son w/ brothers,7,4593.5,9850.5
2000-2009,25-29,20-24,Eldest daughter w/o brothers,Younger son,13,4590.5,12116.5
2000-2009,25-29,20-24,Younger daughter w/o brothers,Only child,2,5661,2550
2000-2009,25-29,20-24,Younger daughter w/o brothers,Eldest son w/o brothers,16,5654,13587
2000-2009,25-29,20-24,Younger daughter w/o brothers,Eldest son w/ brothers,9,5657.5,9849.5
2000-2009,25-29,20-24,Younger daughter w/o brothers,Younger son,20,5652,12113
2000-2009,25-29,20-24,Daughter w/ brothers,Only child,9,17154.5,2546.5
2000-2009,25-29,20-24,Daughter w/ brothers,Eldest son w/o brothers,57,17130.5,13566.5
2000-2009,25-29,20-24,Daughter w/ brothers,Eldest son w/ brothers,33,17142.5,9837.5
2000-2009,25-29,20-24,Daughter w/ brothers,Younger son,46,17136,12100
2000-2009,25-29,25-29,Only child,Only child,9,2133.5,2424.5
2000-2009,25-29,25-29,Only child,Eldest son w/o brothers,45,2115.5,12414.5
2000-2009,25-29,25-29,Only child,Eldest son w/ brothers,28,2124,8910
2000-2009,25-29,25-29,Only child,Younger son,40,2118,10278
2000-2009,25-29,25-29,Eldest daughter w/o brothers,Only child,26,4584,2416
2000-2009,25-29,25-29,Eldest daughter w/o brothers,Eldest son w/o brothers,115,4539.5,12379.5
2000-2009,25-29,25-29,Eldest daughter w/o brothers,Eldest son w/ brothers,80,4557,8884
2000-2009,25-29,25-29,Eldest daughter w/o brothers,Younger son,87,4553.5,10254.5
2000-2009,25-29,25-29,Younger daughter w/o brothers,Only child,12,5656,2423
2000-2009,25-29,25-29,Younger daughter w/o brothers,Eldest son w/o brothers,149,5587.5,12362.5
2000-2009,25-29,25-29,Younger daughter w/o brothers,Eldest son w/ brothers,93,5615.5,8877.5
2000-2009,25-29,25-29,Younger daughter w/o brothers,Younger son,112,5606,10242
2000-2009,25-29,25-29,Daughter w/ brothers,Only child,63,17127.5,2397.5
2000-2009,25-29,25-29,Daughter w/ brothers,Eldest son w/o brothers,429,16944.5,12222.5
2000-2009,25-29,25-29,Daughter w/ brothers,Eldest son w/ brothers,290,17014,8779
2000-2009,25-29,25-29,Daughter w/ brothers,Younger son,352,16983,10122
2000-2009,25-29,30-34,Only child,Only child,0,2138,1767
2000-2009,25-29,30-34,Only child,Eldest son w/o brothers,19,2128.5,7644.5
2000-2009,25-29,30-34,Only child,Eldest son w/ brothers,11,2132.5,5942.5
2000-2009,25-29,30-34,Only child,Younger son,19,2128.5,6249.5
2000-2009,25-29,30-34,Eldest daughter w/o brothers,Only child,10,4592,1762
2000-2009,25-29,30-34,Eldest daughter w/o brothers,Eldest son w/o brothers,41,4576.5,7633.5
2000-2009,25-29,30-34,Eldest daughter w/o brothers,Eldest son w/ brothers,42,4576,5927
2000-2009,25-29,30-34,Eldest daughter w/o brothers,Younger son,48,4573,6235
2000-2009,25-29,30-34,Younger daughter w/o brothers,Only child,11,5656.5,1761.5
2000-2009,25-29,30-34,Younger daughter w/o brothers,Eldest son w/o brothers,60,5632,7624
2000-2009,25-29,30-34,Younger daughter w/o brothers,Eldest son w/ brothers,36,5644,5930
2000-2009,25-29,30-34,Younger daughter w/o brothers,Younger son,46,5639,6236
2000-2009,25-29,30-34,Daughter w/ brothers,Only child,25,17146.5,1754.5
2000-2009,25-29,30-34,Daughter w/ brothers,Eldest son w/o brothers,169,17074.5,7569.5
2000-2009,25-29,30-34,Daughter w/ brothers,Eldest son w/ brothers,149,17084.5,5873.5
2000-2009,25-29,30-34,Daughter w/ brothers,Younger son,126,17096,6196
2000-2009,25-29,35-39,Only child,Only child,2,2137,1131
2000-2009,25-29,35-39,Only child,Eldest son w/o brothers,1,2137.5,4303.5
2000-2009,25-29,35-39,Only child,Eldest son w/ brothers,2,2137,3124
2000-2009,25-29,35-39,Only child,Younger son,3,2136.5,3262.5
2000-2009,25-29,35-39,Eldest daughter w/o brothers,Only child,3,4595.5,1130.5
2000-2009,25-29,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,7,4593.5,4300.5
2000-2009,25-29,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,9,4592.5,3120.5
2000-2009,25-29,35-39,Eldest daughter w/o brothers,Younger son,6,4594,3261
2000-2009,25-29,35-39,Younger daughter w/o brothers,Only child,6,5659,1129
2000-2009,25-29,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,8,5658,4300
2000-2009,25-29,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,13,5655.5,3118.5
2000-2009,25-29,35-39,Younger daughter w/o brothers,Younger son,7,5658.5,3260.5
2000-2009,25-29,35-39,Daughter w/ brothers,Only child,6,17156,1129
2000-2009,25-29,35-39,Daughter w/ brothers,Eldest son w/o brothers,45,17136.5,4281.5
2000-2009,25-29,35-39,Daughter w/ brothers,Eldest son w/ brothers,19,17149.5,3115.5
2000-2009,25-29,35-39,Daughter w/ brothers,Younger son,26,17146,3251
2000-2009,25-29,40-44,Only child,Only child,0,2138,531
2000-2009,25-29,40-44,Only child,Eldest son w/o brothers,2,2137,1729
2000-2009,25-29,40-44,Only child,Eldest son w/ brothers,0,2138,1390
2000-2009,25-29,40-44,Only child,Younger son,0,2138,1588
2000-2009,25-29,40-44,Eldest daughter w/o brothers,Only child,0,4597,531
2000-2009,25-29,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,1,4596.5,1729.5
2000-2009,25-29,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4597,1390
2000-2009,25-29,40-44,Eldest daughter w/o brothers,Younger son,1,4596.5,1587.5
2000-2009,25-29,40-44,Younger daughter w/o brothers,Only child,0,5662,531
2000-2009,25-29,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,2,5661,1729
2000-2009,25-29,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,1,5661.5,1389.5
2000-2009,25-29,40-44,Younger daughter w/o brothers,Younger son,2,5661,1587
2000-2009,25-29,40-44,Daughter w/ brothers,Only child,1,17158.5,530.5
2000-2009,25-29,40-44,Daughter w/ brothers,Eldest son w/o brothers,6,17156,1727
2000-2009,25-29,40-44,Daughter w/ brothers,Eldest son w/ brothers,2,17158,1389
2000-2009,25-29,40-44,Daughter w/ brothers,Younger son,5,17156.5,1585.5
2000-2009,25-29,45-49,Only child,Only child,0,2138,130
2000-2009,25-29,45-49,Only child,Eldest son w/o brothers,1,2137.5,481.5
2000-2009,25-29,45-49,Only child,Eldest son w/ brothers,0,2138,445
2000-2009,25-29,45-49,Only child,Younger son,0,2138,560
2000-2009,25-29,45-49,Eldest daughter w/o brothers,Only child,0,4597,130
2000-2009,25-29,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,0,4597,482
2000-2009,25-29,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,4597,445
2000-2009,25-29,45-49,Eldest daughter w/o brothers,Younger son,0,4597,560
2000-2009,25-29,45-49,Younger daughter w/o brothers,Only child,1,5661.5,129.5
2000-2009,25-29,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,0,5662,482
2000-2009,25-29,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,0,5662,445
2000-2009,25-29,45-49,Younger daughter w/o brothers,Younger son,0,5662,560
2000-2009,25-29,45-49,Daughter w/ brothers,Only child,0,17159,130
2000-2009,25-29,45-49,Daughter w/ brothers,Eldest son w/o brothers,2,17158,481
2000-2009,25-29,45-49,Daughter w/ brothers,Eldest son w/ brothers,0,17159,445
2000-2009,25-29,45-49,Daughter w/ brothers,Younger son,1,17158.5,559.5
2000-2009,30-34,15-19,Only child,Only child,0,1311,2256
2000-2009,30-34,15-19,Only child,Eldest son w/o brothers,0,1311,10954
2000-2009,30-34,15-19,Only child,Eldest son w/ brothers,0,1311,8343
2000-2009,30-34,15-19,Only child,Younger son,0,1311,10422
2000-2009,30-34,15-19,Eldest daughter w/o brothers,Only child,0,2329,2256
2000-2009,30-34,15-19,Eldest daughter w/o brothers,Eldest son w/o brothers,0,2329,10954
2000-2009,30-34,15-19,Eldest daughter w/o brothers,Eldest son w/ brothers,0,2329,8343
2000-2009,30-34,15-19,Eldest daughter w/o brothers,Younger son,0,2329,10422
2000-2009,30-34,15-19,Younger daughter w/o brothers,Only child,0,2797,2256
2000-2009,30-34,15-19,Younger daughter w/o brothers,Eldest son w/o brothers,0,2797,10954
2000-2009,30-34,15-19,Younger daughter w/o brothers,Eldest son w/ brothers,0,2797,8343
2000-2009,30-34,15-19,Younger daughter w/o brothers,Younger son,0,2797,10422
2000-2009,30-34,15-19,Daughter w/ brothers,Only child,0,8569,2256
2000-2009,30-34,15-19,Daughter w/ brothers,Eldest son w/o brothers,0,8569,10954
2000-2009,30-34,15-19,Daughter w/ brothers,Eldest son w/ brothers,0,8569,8343
2000-2009,30-34,15-19,Daughter w/ brothers,Younger son,0,8569,10422
2000-2009,30-34,20-24,Only child,Only child,0,1311,2551
2000-2009,30-34,20-24,Only child,Eldest son w/o brothers,1,1310.5,13594.5
2000-2009,30-34,20-24,Only child,Eldest son w/ brothers,2,1310,9853
2000-2009,30-34,20-24,Only child,Younger son,2,1310,12122
2000-2009,30-34,20-24,Eldest daughter w/o brothers,Only child,1,2328.5,2550.5
2000-2009,30-34,20-24,Eldest daughter w/o brothers,Eldest son w/o brothers,2,2328,13594
2000-2009,30-34,20-24,Eldest daughter w/o brothers,Eldest son w/ brothers,1,2328.5,9853.5
2000-2009,30-34,20-24,Eldest daughter w/o brothers,Younger son,2,2328,12122
2000-2009,30-34,20-24,Younger daughter w/o brothers,Only child,0,2797,2551
2000-2009,30-34,20-24,Younger daughter w/o brothers,Eldest son w/o brothers,2,2796,13594
2000-2009,30-34,20-24,Younger daughter w/o brothers,Eldest son w/ brothers,1,2796.5,9853.5
2000-2009,30-34,20-24,Younger daughter w/o brothers,Younger son,2,2796,12122
2000-2009,30-34,20-24,Daughter w/ brothers,Only child,1,8568.5,2550.5
2000-2009,30-34,20-24,Daughter w/ brothers,Eldest son w/o brothers,5,8566.5,13592.5
2000-2009,30-34,20-24,Daughter w/ brothers,Eldest son w/ brothers,5,8566.5,9851.5
2000-2009,30-34,20-24,Daughter w/ brothers,Younger son,5,8566.5,12120.5
2000-2009,30-34,25-29,Only child,Only child,1,1310.5,2428.5
2000-2009,30-34,25-29,Only child,Eldest son w/o brothers,5,1308.5,12434.5
2000-2009,30-34,25-29,Only child,Eldest son w/ brothers,6,1308,8921
2000-2009,30-34,25-29,Only child,Younger son,6,1308,10295
2000-2009,30-34,25-29,Eldest daughter w/o brothers,Only child,2,2328,2428
2000-2009,30-34,25-29,Eldest daughter w/o brothers,Eldest son w/o brothers,23,2317.5,12425.5
2000-2009,30-34,25-29,Eldest daughter w/o brothers,Eldest son w/ brothers,11,2323.5,8918.5
2000-2009,30-34,25-29,Eldest daughter w/o brothers,Younger son,13,2322.5,10291.5
2000-2009,30-34,25-29,Younger daughter w/o brothers,Only child,4,2795,2427
2000-2009,30-34,25-29,Younger daughter w/o brothers,Eldest son w/o brothers,16,2789,12429
2000-2009,30-34,25-29,Younger daughter w/o brothers,Eldest son w/ brothers,20,2787,8914
2000-2009,30-34,25-29,Younger daughter w/o brothers,Younger son,20,2787,10288
2000-2009,30-34,25-29,Daughter w/ brothers,Only child,7,8565.5,2425.5
2000-2009,30-34,25-29,Daughter w/ brothers,Eldest son w/o brothers,65,8536.5,12404.5
2000-2009,30-34,25-29,Daughter w/ brothers,Eldest son w/ brothers,42,8548,8903
2000-2009,30-34,25-29,Daughter w/ brothers,Younger son,56,8541,10270
2000-2009,30-34,30-34,Only child,Only child,2,1310,1766
2000-2009,30-34,30-34,Only child,Eldest son w/o brothers,13,1304.5,7647.5
2000-2009,30-34,30-34,Only child,Eldest son w/ brothers,16,1303,5940
2000-2009,30-34,30-34,Only child,Younger son,15,1303.5,6251.5
2000-2009,30-34,30-34,Eldest daughter w/o brothers,Only child,12,2323,1761
2000-2009,30-34,30-34,Eldest daughter w/o brothers,Eldest son w/o brothers,38,2310,7635
2000-2009,30-34,30-34,Eldest daughter w/o brothers,Eldest son w/ brothers,32,2313,5932
2000-2009,30-34,30-34,Eldest daughter w/o brothers,Younger son,37,2310.5,6240.5
2000-2009,30-34,30-34,Younger daughter w/o brothers,Only child,9,2792.5,1762.5
2000-2009,30-34,30-34,Younger daughter w/o brothers,Eldest son w/o brothers,45,2774.5,7631.5
2000-2009,30-34,30-34,Younger daughter w/o brothers,Eldest son w/ brothers,31,2781.5,5932.5
2000-2009,30-34,30-34,Younger daughter w/o brothers,Younger son,38,2778,6240
2000-2009,30-34,30-34,Daughter w/ brothers,Only child,29,8554.5,1752.5
2000-2009,30-34,30-34,Daughter w/ brothers,Eldest son w/o brothers,139,8499.5,7584.5
2000-2009,30-34,30-34,Daughter w/ brothers,Eldest son w/ brothers,116,8511,5890
2000-2009,30-34,30-34,Daughter w/ brothers,Younger son,120,8509,6199
2000-2009,30-34,35-39,Only child,Only child,2,1310,1131
2000-2009,30-34,35-39,Only child,Eldest son w/o brothers,3,1309.5,4302.5
2000-2009,30-34,35-39,Only child,Eldest son w/ brothers,2,1310,3124
2000-2009,30-34,35-39,Only child,Younger son,7,1307.5,3260.5
2000-2009,30-34,35-39,Eldest daughter w/o brothers,Only child,1,2328.5,1131.5
2000-2009,30-34,35-39,Eldest daughter w/o brothers,Eldest son w/o brothers,19,2319.5,4294.5
2000-2009,30-34,35-39,Eldest daughter w/o brothers,Eldest son w/ brothers,10,2324,3120
2000-2009,30-34,35-39,Eldest daughter w/o brothers,Younger son,5,2326.5,3261.5
2000-2009,30-34,35-39,Younger daughter w/o brothers,Only child,4,2795,1130
2000-2009,30-34,35-39,Younger daughter w/o brothers,Eldest son w/o brothers,23,2785.5,4292.5
2000-2009,30-34,35-39,Younger daughter w/o brothers,Eldest son w/ brothers,17,2788.5,3116.5
2000-2009,30-34,35-39,Younger daughter w/o brothers,Younger son,16,2789,3256
2000-2009,30-34,35-39,Daughter w/ brothers,Only child,7,8565.5,1128.5
2000-2009,30-34,35-39,Daughter w/ brothers,Eldest son w/o brothers,53,8542.5,4277.5
2000-2009,30-34,35-39,Daughter w/ brothers,Eldest son w/ brothers,50,8544,3100
2000-2009,30-34,35-39,Daughter w/ brothers,Younger son,37,8550.5,3245.5
2000-2009,30-34,40-44,Only child,Only child,1,1310.5,530.5
2000-2009,30-34,40-44,Only child,Eldest son w/o brothers,2,1310,1729
2000-2009,30-34,40-44,Only child,Eldest son w/ brothers,1,1310.5,1389.5
2000-2009,30-34,40-44,Only child,Younger son,4,1309,1586
2000-2009,30-34,40-44,Eldest daughter w/o brothers,Only child,0,2329,531
2000-2009,30-34,40-44,Eldest daughter w/o brothers,Eldest son w/o brothers,3,2327.5,1728.5
2000-2009,30-34,40-44,Eldest daughter w/o brothers,Eldest son w/ brothers,3,2327.5,1388.5
2000-2009,30-34,40-44,Eldest daughter w/o brothers,Younger son,2,2328,1587
2000-2009,30-34,40-44,Younger daughter w/o brothers,Only child,3,2795.5,529.5
2000-2009,30-34,40-44,Younger daughter w/o brothers,Eldest son w/o brothers,4,2795,1728
2000-2009,30-34,40-44,Younger daughter w/o brothers,Eldest son w/ brothers,1,2796.5,1389.5
2000-2009,30-34,40-44,Younger daughter w/o brothers,Younger son,3,2795.5,1586.5
2000-2009,30-34,40-44,Daughter w/ brothers,Only child,3,8567.5,529.5
2000-2009,30-34,40-44,Daughter w/ brothers,Eldest son w/o brothers,7,8565.5,1726.5
2000-2009,30-34,40-44,Daughter w/ brothers,Eldest son w/ brothers,10,8564,1385
2000-2009,30-34,40-44,Daughter w/ brothers,Younger son,8,8565,1584
2000-2009,30-34,45-49,Only child,Only child,0,1311,130
2000-2009,30-34,45-49,Only child,Eldest son w/o brothers,0,1311,482
2000-2009,30-34,45-49,Only child,Eldest son w/ brothers,0,1311,445
2000-2009,30-34,45-49,Only child,Younger son,0,1311,560
2000-2009,30-34,45-49,Eldest daughter w/o brothers,Only child,0,2329,130
2000-2009,30-34,45-49,Eldest daughter w/o brothers,Eldest son w/o brothers,2,2328,481
2000-2009,30-34,45-49,Eldest daughter w/o brothers,Eldest son w/ brothers,0,2329,445
2000-2009,30-34,45-49,Eldest daughter w/o brothers,Younger son,0,2329,560
2000-2009,30-34,45-49,Younger daughter w/o brothers,Only child,1,2796.5,129.5
2000-2009,30-34,45-49,Younger daughter w/o brothers,Eldest son w/o brothers,1,2796.5,481.5
2000-2009,30-34,45-49,Younger daughter w/o brothers,Eldest son w/ brothers,0,2797,445
2000-2009,30-34,45-49,Younger daughter w/o brothers,Younger son,0,2797,560
2000-2009,30-34,45-49,Daughter w/ brothers,Only child,0,8569,130
2000-2009,30-34,45-49,Daughter w/ brothers,Eldest son w/o brothers,1,8568.5,481.5
2000-2009,30-34,45-49,Daughter w/ brothers,Eldest son w/ brothers,2,8568,444
2000-2009,30-34,45-49,Daughter w/ brothers,Younger son,5,8566.5,557.5
2000-2009,35-39,15-19,Only child,Only child,0,735,2256
2000-2009,35-39,15-19,Only child,Eldest son w/o brothers,0,735,10954
2000-2009,35-39,15-19,Only child,Eldest son w/ brothers,0,735,8343
2000-2009,35-39,15-19,Only child,Younger son,0,735,10422
2000-2009,35-39,15-19,Eldest daughter w/o brothers,Only child,0,1083,2256
2000-2009,35-39,15-19,Eldest daughter w/o brothers,Eldest son w/o brothers,0,1083,10954
2000-2009,35-39,15-19,Eldest daughter w/o brothers,Eldest son w/ brothers,0,1083,8343
2000-2009,35-39,15-19,Eldest daughter w/o brothers,Younger son,0,1083,10422
2000-2009,35-39,15-19,Younger daughter w/o brothers,Only child,0,1224,2256
2000-2009,35-39,15-19,Younger daughter w/o brothers,Eldest son w/o brothers,0,1224,10954
2000-2009,35-39,15-19,Younger daughter w/o brothers,Eldest son w/ brothers,0,1224,8343
2000-2009,35-39,15-19,Younger daughter w/o brothers,Younger son,0,1224,10422
2000-2009,35-39,15-19,Daughter w/ brothers,Only child,0,3960,2256
2000-2009,35-39,15-19,Daughter w/ brothers,Eldest son w/o brothers,0,3960,10954
2000-2009,35-39,15-19,Daughter w/ brothers,Eldest son w/ brothers,0,3960,8343
2000-2009,35-39,15-19,Daughter w/ brothers,Younger son,0,3960,10422
2000-2009,35-39,20-24,Only child,Only child,0,735,2551
2000-2009,35-39,20-24,Only child,Eldest son w/o brothers,0,735,13595
2000-2009,35-39,20-24,Only child,Eldest son w/ brothers,0,735,9854
2000-2009,35-39,20-24,Only child,Younger son,0,735,12123
2000-2009,35-39,20-24,Eldest daughter w/o brothers,Only child,0,1083,2551
2000-2009,35-39,20-24,Eldest daughter w/o brothers,Eldest son w/o brothers,0,1083,13595
2000-2009,35-39,20-24,Eldest daughter w/o brothers,Eldest son w/ brothers,1,1082.5,9853.5
2000-2009,35-39,20-24,Eldest daughter w/o brothers,Younger son,1,1082.5,12122.5
2000-2009,35-39,20-24,Younger daughter w/o brothers,Only child,0,1224,2551
2000-2009,35-39,20-24,Younger daughter w/o brothers,Eldest son w/o brothers,0,1224,13595
2000-2009,35-39,20-24,Younger daughter w/o brothers,Eldest son w/ brothers,1,1223.5,9853.5
2000-2009,35-39,20-24,Younger daughter w/o brothers,Younger son,0,1224,12123
2000-2009,35-39,20-24,Daughter w/ brothers,Only child,0,3960,2551
2000-2009,35-39,20-24,Daughter w/ brothers,Eldest son w/o brothers,0,3960,13595
2000-2009,35-39,20-24,Daughter w/ brothers,Eldest son w/ brothers,0,3960,9854
2000-2009,35-39,20-24,Daughter w/ brothers,Younger son,3,3958.5,12121.5
2000-2009,35-39,25-29,Only child,Only child,0,735,2429
2000-2009,35-39,25-29,Only child,Eldest son w/o brothers,1,734.5,12436.5
2000-2009,35-39,25-29,Only child,Eldest son w/ brothers,0,735,8924
2000-2009,35-39,25-29,Only child,Younger son,0,735,10298
2000-2009,35-39,25-29,Eldest daughter w/o brothers,Only child,0,1083,2429
2000-2009,35-39,25-29,Eldest daughter w/o brothers,Eldest son w/o brothers,1,1082.5,12436.5
2000-2009,35-39,25-29,Eldest daughter w/o brothers,Eldest son w/ brothers,2,1082,8923
2000-2009,35-39,25-29,Eldest daughter w/o brothers,Younger son,1,1082.5,10297.5
2000-2009,35-39,25-29,Younger daughter w/o brothers,Only child,1,1223.5,2428.5
2000-2009,35-39,25-29,Younger daughter w/o brothers,Eldest son w/o brothers,3,1222.5,12435.5
2000-2009,35-39,25-29,Younger daughter w/o brothers,Eldest son w/ brothers,0,1224,8924
2000-2009,35-39,25-29,Younger daughter w/o brothers,Younger son,0,1224,10298
2000-2009,35-39,25-29,Daughter w/ brothers,Only child,2,3959,2428
2000-2009,35-39,25-29,Daughter w/ brothers,Eldest son w/o brothers,5,3957.5,12434.5
2000-2009,35-39,25-29,Daughter w/ brothers,Eldest son w/ brothers,3,3958.5,8922.5
2000-2009,35-39,25-29,Daughter w/ brothers,Younger son,6,3957,10295
2000-2009,35-39,30-34,Only child,Only child,0,735,1767
2000-2009,35-39,30-34,Only child,Eldest son w/o brothers,2,734,7653
2000-2009,35-39,30-34,Only child,Eldest son w/ brothers,1,734.5,5947.5
2000-2009,35-39,30-34,Only child,Younger son,1,734.5,6258.5
2000-2009,35-39,30-34,Eldest daughter w/o brothers,Only child,0,1083,1767
2000-2009,35-39,30-34,Eldest daughter w/o brothers,Eldest son w/o brothers,7,1079.5,7650.5
2000-2009,35-39,30-34,Eldest daughter w/o brothers,Eldest son w/ brothers,2,1082,5947
2000-2009,35-39,30-34,Eldest daughter w/o brothers,Younger son,3,1081.5,6257.5
2000-2009,35-39,30-34,Younger daughter w/o brothers,Only child,2,1223,1766
2000-2009,35-39,30-34,Younger daughter w/o brothers,Eldest son w/o brothers,4,1222,7652
2000-2009,35-39,30-34,Younger daughter w/o brothers,Eldest son w/ brothers,5,1221.5,5945.5
2000-2009,35-39,30-34,Younger daughter w/o brothers,Younger son,6,1221,6256
2000-2009,35-39,30-34,Daughter w/ brothers,Only child,0,3960,1767
2000-2009,35-39,30-34,Daughter w/ brothers,Eldest son w/o brothers,11,3954.5,7648.5
2000-2009,35-39,30-34,Daughter w/ brothers,Eldest son w/ brothers,5,3957.5,5945.5
